"AgeGroup","BoatClass","Side","Metric","Rate.Bin","Session_Count","Mean","SD"
"JNR","M1X","Port","Angle07F","20",1,-39.7,1.9
"JNR","M1X","Port","Angle07F","20-24",1,-39.4,2.2
"JNR","M1X","Port","Angle07F","24-28",2,-38.2,2.6
"JNR","M1X","Port","Angle07F","28-32",1,-39.4,2.4
"JNR","M1X","Port","Angle07F","32-36",2,-39.6,2.9
"JNR","M1X","Port","AngleMaxF","20",1,-12.8,3.3
"JNR","M1X","Port","AngleMaxF","20-24",1,-12.1,3.4
"JNR","M1X","Port","AngleMaxF","24-28",2,-12,3.4
"JNR","M1X","Port","AngleMaxF","28-32",1,-14.2,3.6
"JNR","M1X","Port","AngleMaxF","32-36",2,-16.8,3.3
"JNR","M1X","Port","CatchAngle","20",1,-65.2,2.6
"JNR","M1X","Port","CatchAngle","20-24",1,-64.7,2.8
"JNR","M1X","Port","CatchAngle","24-28",2,-62.6,2.3
"JNR","M1X","Port","CatchAngle","28-32",1,-61.6,2.3
"JNR","M1X","Port","CatchAngle","32-36",2,-59.6,3
"JNR","M1X","Port","CatchSlip","20",1,14.7,1.7
"JNR","M1X","Port","CatchSlip","20-24",1,13.9,1.9
"JNR","M1X","Port","CatchSlip","24-28",2,14.7,2.2
"JNR","M1X","Port","CatchSlip","28-32",1,11.9,2.6
"JNR","M1X","Port","CatchSlip","32-36",2,9.9,2.5
"JNR","M1X","Port","DriveStartT","20",1,59.5,1.9
"JNR","M1X","Port","DriveStartT","20-24",1,59,1.9
"JNR","M1X","Port","DriveStartT","24-28",2,58,2.1
"JNR","M1X","Port","DriveStartT","28-32",1,57.1,2.1
"JNR","M1X","Port","DriveStartT","32-36",2,52.7,2.6
"JNR","M1X","Port","DriveTime","20",1,1.2,0
"JNR","M1X","Port","DriveTime","20-24",1,1.2,0
"JNR","M1X","Port","DriveTime","24-28",2,1.2,0.1
"JNR","M1X","Port","DriveTime","28-32",1,1.1,0
"JNR","M1X","Port","DriveTime","32-36",2,0.9,0.1
"JNR","M1X","Port","EffectiveLength","20",1,83,2.9
"JNR","M1X","Port","EffectiveLength","20-24",1,83.1,2.6
"JNR","M1X","Port","EffectiveLength","24-28",2,78.1,2.9
"JNR","M1X","Port","EffectiveLength","28-32",1,80.1,3.7
"JNR","M1X","Port","EffectiveLength","32-36",2,78.8,2.9
"JNR","M1X","Port","FinishAngle","20",1,43.9,1.4
"JNR","M1X","Port","FinishAngle","20-24",1,43.7,0.8
"JNR","M1X","Port","FinishAngle","24-28",2,42.6,0.8
"JNR","M1X","Port","FinishAngle","28-32",1,41.7,0.7
"JNR","M1X","Port","FinishAngle","32-36",2,40.5,1.2
"JNR","M1X","Port","FinishSlip","20",1,11.4,0.9
"JNR","M1X","Port","FinishSlip","20-24",1,11.3,1.1
"JNR","M1X","Port","FinishSlip","24-28",2,12.5,1
"JNR","M1X","Port","FinishSlip","28-32",1,11.2,1.4
"JNR","M1X","Port","FinishSlip","32-36",2,11.5,1.1
"JNR","M1X","Port","Length","20",1,109.1,3.4
"JNR","M1X","Port","Length","20-24",1,108.4,3.2
"JNR","M1X","Port","Length","24-28",2,105.3,2.6
"JNR","M1X","Port","Length","28-32",1,103.3,2.6
"JNR","M1X","Port","Length","32-36",2,100.1,3.9
"JNR","M1X","Port","MaxForcePc","20",1,48,2.9
"JNR","M1X","Port","MaxForcePc","20-24",1,48.5,3
"JNR","M1X","Port","MaxForcePc","24-28",2,48.1,3.1
"JNR","M1X","Port","MaxForcePc","28-32",1,45.9,3.2
"JNR","M1X","Port","MaxForcePc","32-36",2,42.8,2.7
"JNR","M1X","Port","RecoveryTime","20",1,1.6,0.1
"JNR","M1X","Port","RecoveryTime","20-24",1,1.4,0
"JNR","M1X","Port","RecoveryTime","24-28",2,1.2,0.1
"JNR","M1X","Port","RecoveryTime","28-32",1,1,0
"JNR","M1X","Port","RecoveryTime","32-36",2,0.8,0.1
"JNR","M1X","Port","SwivelPower","20",1,112.6,6.9
"JNR","M1X","Port","SwivelPower","20-24",1,124.1,8
"JNR","M1X","Port","SwivelPower","24-28",2,116.7,10.6
"JNR","M1X","Port","SwivelPower","28-32",1,142.7,9.6
"JNR","M1X","Port","SwivelPower","32-36",2,174.1,20.3
"JNR","M1X","Port","WorkPcQ1","20",1,11.6,0.8
"JNR","M1X","Port","WorkPcQ1","20-24",1,12.1,1
"JNR","M1X","Port","WorkPcQ1","24-28",2,12.5,1.2
"JNR","M1X","Port","WorkPcQ1","28-32",1,14.1,1.2
"JNR","M1X","Port","WorkPcQ1","32-36",2,15.4,1.5
"JNR","M1X","Port","WorkPcQ2","20",1,38.5,0.9
"JNR","M1X","Port","WorkPcQ2","20-24",1,38.2,1
"JNR","M1X","Port","WorkPcQ2","24-28",2,38.5,1
"JNR","M1X","Port","WorkPcQ2","28-32",1,38.5,1.2
"JNR","M1X","Port","WorkPcQ2","32-36",2,40.1,0.9
"JNR","M1X","Port","WorkPcQ3","20",1,38.9,0.9
"JNR","M1X","Port","WorkPcQ3","20-24",1,38.6,1
"JNR","M1X","Port","WorkPcQ3","24-28",2,38.6,1.2
"JNR","M1X","Port","WorkPcQ3","28-32",1,36.2,1.5
"JNR","M1X","Port","WorkPcQ3","32-36",2,34.8,1.2
"JNR","M1X","Port","WorkPcQ4","20",1,10.9,0.7
"JNR","M1X","Port","WorkPcQ4","20-24",1,11.1,0.9
"JNR","M1X","Port","WorkPcQ4","24-28",2,10.4,0.8
"JNR","M1X","Port","WorkPcQ4","28-32",1,11.2,0.8
"JNR","M1X","Port","WorkPcQ4","32-36",2,9.7,1.1
"JNR","M1X","Stbd","Angle07F","20",1,-47.5,2
"JNR","M1X","Stbd","Angle07F","20-24",1,-46.2,2.4
"JNR","M1X","Stbd","Angle07F","24-28",2,-44.2,2.4
"JNR","M1X","Stbd","Angle07F","28-32",1,-45.4,2.3
"JNR","M1X","Stbd","Angle07F","32-36",2,-46.5,2.5
"JNR","M1X","Stbd","AngleMaxF","20",1,-21,3.2
"JNR","M1X","Stbd","AngleMaxF","20-24",1,-20.2,3
"JNR","M1X","Stbd","AngleMaxF","24-28",2,-19.6,2.8
"JNR","M1X","Stbd","AngleMaxF","28-32",1,-22,3.5
"JNR","M1X","Stbd","AngleMaxF","32-36",2,-24.3,3.6
"JNR","M1X","Stbd","CatchAngle","20",1,-68.4,2.4
"JNR","M1X","Stbd","CatchAngle","20-24",1,-67.4,4.3
"JNR","M1X","Stbd","CatchAngle","24-28",2,-65.7,2.2
"JNR","M1X","Stbd","CatchAngle","28-32",1,-65.2,2.1
"JNR","M1X","Stbd","CatchAngle","32-36",2,-64,3.9
"JNR","M1X","Stbd","CatchSlip","20",1,10.6,1.9
"JNR","M1X","Stbd","CatchSlip","20-24",1,11,2
"JNR","M1X","Stbd","CatchSlip","24-28",2,12,1.8
"JNR","M1X","Stbd","CatchSlip","28-32",1,10.2,2.6
"JNR","M1X","Stbd","CatchSlip","32-36",2,6.9,1.3
"JNR","M1X","Stbd","DriveStartT","20",1,60.5,2.1
"JNR","M1X","Stbd","DriveStartT","20-24",1,59.3,2.4
"JNR","M1X","Stbd","DriveStartT","24-28",2,58.2,2.1
"JNR","M1X","Stbd","DriveStartT","28-32",1,57.2,2.1
"JNR","M1X","Stbd","DriveStartT","32-36",2,53.8,2.9
"JNR","M1X","Stbd","DriveTime","20",1,1.3,0
"JNR","M1X","Stbd","DriveTime","20-24",1,1.2,0
"JNR","M1X","Stbd","DriveTime","24-28",2,1.2,0
"JNR","M1X","Stbd","DriveTime","28-32",1,1.1,0
"JNR","M1X","Stbd","DriveTime","32-36",2,1,0.1
"JNR","M1X","Stbd","EffectiveLength","20",1,88.3,3.7
"JNR","M1X","Stbd","EffectiveLength","20-24",1,86,5.7
"JNR","M1X","Stbd","EffectiveLength","24-28",2,80.5,2.9
"JNR","M1X","Stbd","EffectiveLength","28-32",1,81.3,3.8
"JNR","M1X","Stbd","EffectiveLength","32-36",2,83.8,4.2
"JNR","M1X","Stbd","FinishAngle","20",1,43.4,1
"JNR","M1X","Stbd","FinishAngle","20-24",1,43.6,1.5
"JNR","M1X","Stbd","FinishAngle","24-28",2,43.1,0.8
"JNR","M1X","Stbd","FinishAngle","28-32",1,42.4,0.6
"JNR","M1X","Stbd","FinishAngle","32-36",2,39.9,1.2
"JNR","M1X","Stbd","FinishSlip","20",1,12.9,1.3
"JNR","M1X","Stbd","FinishSlip","20-24",1,14,1.3
"JNR","M1X","Stbd","FinishSlip","24-28",2,16.2,1.2
"JNR","M1X","Stbd","FinishSlip","28-32",1,16.2,1.6
"JNR","M1X","Stbd","FinishSlip","32-36",2,13.2,1.4
"JNR","M1X","Stbd","Length","20",1,111.8,3
"JNR","M1X","Stbd","Length","20-24",1,111,5.5
"JNR","M1X","Stbd","Length","24-28",2,108.7,2.6
"JNR","M1X","Stbd","Length","28-32",1,107.6,2.3
"JNR","M1X","Stbd","Length","32-36",2,104,4.7
"JNR","M1X","Stbd","MaxForcePc","20",1,42.4,2.9
"JNR","M1X","Stbd","MaxForcePc","20-24",1,42.6,2.6
"JNR","M1X","Stbd","MaxForcePc","24-28",2,42.4,2.5
"JNR","M1X","Stbd","MaxForcePc","28-32",1,40.2,3
"JNR","M1X","Stbd","MaxForcePc","32-36",2,38.4,2.8
"JNR","M1X","Stbd","RecoveryTime","20",1,1.6,0.1
"JNR","M1X","Stbd","RecoveryTime","20-24",1,1.4,0
"JNR","M1X","Stbd","RecoveryTime","24-28",2,1.2,0.1
"JNR","M1X","Stbd","RecoveryTime","28-32",1,0.9,0
"JNR","M1X","Stbd","RecoveryTime","32-36",2,0.8,0
"JNR","M1X","Stbd","SwivelPower","20",1,127.8,8.2
"JNR","M1X","Stbd","SwivelPower","20-24",1,132.3,12.6
"JNR","M1X","Stbd","SwivelPower","24-28",2,124.3,10.6
"JNR","M1X","Stbd","SwivelPower","28-32",1,143.2,10.1
"JNR","M1X","Stbd","SwivelPower","32-36",2,189.8,21.5
"JNR","M1X","Stbd","WorkPcQ1","20",1,14.1,0.9
"JNR","M1X","Stbd","WorkPcQ1","20-24",1,14.2,0.9
"JNR","M1X","Stbd","WorkPcQ1","24-28",2,14.6,1.2
"JNR","M1X","Stbd","WorkPcQ1","28-32",1,16.1,1.4
"JNR","M1X","Stbd","WorkPcQ1","32-36",2,17.1,1.1
"JNR","M1X","Stbd","WorkPcQ2","20",1,41.1,1
"JNR","M1X","Stbd","WorkPcQ2","20-24",1,41.8,1
"JNR","M1X","Stbd","WorkPcQ2","24-28",2,42.3,0.9
"JNR","M1X","Stbd","WorkPcQ2","28-32",1,42.7,1.2
"JNR","M1X","Stbd","WorkPcQ2","32-36",2,42,1.1
"JNR","M1X","Stbd","WorkPcQ3","20",1,35.6,0.9
"JNR","M1X","Stbd","WorkPcQ3","20-24",1,35.6,1.1
"JNR","M1X","Stbd","WorkPcQ3","24-28",2,35.5,1.2
"JNR","M1X","Stbd","WorkPcQ3","28-32",1,33.6,1.7
"JNR","M1X","Stbd","WorkPcQ3","32-36",2,32.7,1.1
"JNR","M1X","Stbd","WorkPcQ4","20",1,9.2,0.8
"JNR","M1X","Stbd","WorkPcQ4","20-24",1,8.5,0.7
"JNR","M1X","Stbd","WorkPcQ4","24-28",2,7.5,0.7
"JNR","M1X","Stbd","WorkPcQ4","28-32",1,7.6,0.8
"JNR","M1X","Stbd","WorkPcQ4","32-36",2,8.2,1
"JNR","M2-","Port","Angle07F","<20",2,-34.8,1.8
"JNR","M2-","Port","AngleMaxF","<20",2,-17.9,2
"JNR","M2-","Port","CatchAngle","<20",2,-55.9,1.1
"JNR","M2-","Port","CatchSlip","<20",2,4.6,1.2
"JNR","M2-","Port","DriveStartT","<20",2,62.7,1.4
"JNR","M2-","Port","DriveTime","<20",2,1.2,0.1
"JNR","M2-","Port","EffectiveLength","<20",2,75.9,1.9
"JNR","M2-","Port","FinishAngle","<20",2,34.8,0.5
"JNR","M2-","Port","FinishSlip","<20",2,10.1,0.8
"JNR","M2-","Port","Length","<20",2,90.7,1.3
"JNR","M2-","Port","MaxForcePc","<20",2,41.7,2.1
"JNR","M2-","Port","RecoveryTime","<20",2,2.1,0.1
"JNR","M2-","Port","SwivelPower","<20",2,227.8,10.8
"JNR","M2-","Port","WorkPcQ1","<20",2,14.1,0.8
"JNR","M2-","Port","WorkPcQ2","<20",2,41.5,1.1
"JNR","M2-","Port","WorkPcQ3","<20",2,35.9,0.8
"JNR","M2-","Port","WorkPcQ4","<20",2,8.5,0.9
"JNR","M2-","Stbd","Angle07F","<20",2,-28.4,3.3
"JNR","M2-","Stbd","AngleMaxF","<20",2,-11,1.9
"JNR","M2-","Stbd","CatchAngle","<20",2,-49.8,1.1
"JNR","M2-","Stbd","CatchSlip","<20",2,5.7,1.7
"JNR","M2-","Stbd","DriveStartT","<20",2,63,1.2
"JNR","M2-","Stbd","DriveTime","<20",2,1.1,0.1
"JNR","M2-","Stbd","EffectiveLength","<20",2,66.3,1.9
"JNR","M2-","Stbd","FinishAngle","<20",2,35.8,1.2
"JNR","M2-","Stbd","FinishSlip","<20",2,13.6,1.6
"JNR","M2-","Stbd","Length","<20",2,85.6,1.5
"JNR","M2-","Stbd","MaxForcePc","<20",2,44.8,2.2
"JNR","M2-","Stbd","RecoveryTime","<20",2,2.1,0.1
"JNR","M2-","Stbd","SwivelPower","<20",2,180.8,10
"JNR","M2-","Stbd","WorkPcQ1","<20",2,15.7,1.8
"JNR","M2-","Stbd","WorkPcQ2","<20",2,41.2,1.2
"JNR","M2-","Stbd","WorkPcQ3","<20",2,37.6,1.6
"JNR","M2-","Stbd","WorkPcQ4","<20",2,5.6,1.1
"JNR","M2X","Port","Angle07F","<20",3,-43.9,2.6
"JNR","M2X","Port","Angle07F","36-40",3,-43.2,4.5
"JNR","M2X","Port","Angle07F",">40",1,-44.8,2.4
"JNR","M2X","Port","AngleMaxF","<20",3,-18.6,4.4
"JNR","M2X","Port","AngleMaxF","36-40",3,-23.2,5.4
"JNR","M2X","Port","AngleMaxF",">40",1,-18.6,2.9
"JNR","M2X","Port","CatchAngle","<20",3,-64,2.6
"JNR","M2X","Port","CatchAngle","36-40",3,-62.5,3.5
"JNR","M2X","Port","CatchAngle",">40",1,-54.9,5.1
"JNR","M2X","Port","CatchSlip","<20",3,10,2.1
"JNR","M2X","Port","CatchSlip","36-40",3,8.1,4.5
"JNR","M2X","Port","CatchSlip",">40",1,4.7,1.5
"JNR","M2X","Port","DriveStartT","<20",3,60.5,2.6
"JNR","M2X","Port","DriveStartT","36-40",3,47.2,2
"JNR","M2X","Port","DriveStartT",">40",1,43.8,1.4
"JNR","M2X","Port","DriveTime","<20",3,1.2,0
"JNR","M2X","Port","DriveTime","36-40",3,0.8,0
"JNR","M2X","Port","DriveTime",">40",1,0.7,0
"JNR","M2X","Port","EffectiveLength","<20",3,81.9,6
"JNR","M2X","Port","EffectiveLength","36-40",3,83.8,5.2
"JNR","M2X","Port","EffectiveLength",">40",1,73.7,5.4
"JNR","M2X","Port","FinishAngle","<20",3,44.2,2.6
"JNR","M2X","Port","FinishAngle","36-40",3,41.3,4
"JNR","M2X","Port","FinishAngle",">40",1,36.9,1.4
"JNR","M2X","Port","FinishSlip","<20",3,16.4,1.6
"JNR","M2X","Port","FinishSlip","36-40",3,12,2.3
"JNR","M2X","Port","FinishSlip",">40",1,13.4,2
"JNR","M2X","Port","Length","<20",3,108.3,4.7
"JNR","M2X","Port","Length","36-40",3,103.8,2.4
"JNR","M2X","Port","Length",">40",1,91.8,6
"JNR","M2X","Port","MaxForcePc","<20",3,41.8,3.9
"JNR","M2X","Port","MaxForcePc","36-40",3,38.1,6
"JNR","M2X","Port","MaxForcePc",">40",1,40.4,2.9
"JNR","M2X","Port","RecoveryTime","<20",3,1.9,0.1
"JNR","M2X","Port","RecoveryTime","36-40",3,0.7,0.1
"JNR","M2X","Port","RecoveryTime",">40",1,0.6,0
"JNR","M2X","Port","SwivelPower","<20",3,95.7,15.9
"JNR","M2X","Port","SwivelPower","36-40",3,211,29.5
"JNR","M2X","Port","SwivelPower",">40",1,221.2,31.3
"JNR","M2X","Port","WorkPcQ1","<20",3,16.2,1.4
"JNR","M2X","Port","WorkPcQ1","36-40",3,17,2.5
"JNR","M2X","Port","WorkPcQ1",">40",1,21.5,0.7
"JNR","M2X","Port","WorkPcQ2","<20",3,41.9,1.3
"JNR","M2X","Port","WorkPcQ2","36-40",3,40.3,2.2
"JNR","M2X","Port","WorkPcQ2",">40",1,40.6,1.2
"JNR","M2X","Port","WorkPcQ3","<20",3,34.5,1.5
"JNR","M2X","Port","WorkPcQ3","36-40",3,34,2.4
"JNR","M2X","Port","WorkPcQ3",">40",1,31.3,1
"JNR","M2X","Port","WorkPcQ4","<20",3,7.4,0.8
"JNR","M2X","Port","WorkPcQ4","36-40",3,8.8,2.4
"JNR","M2X","Port","WorkPcQ4",">40",1,6.5,0.7
"JNR","M2X","Stbd","Angle07F","<20",3,-45.2,4
"JNR","M2X","Stbd","Angle07F","36-40",3,-49.6,15.5
"JNR","M2X","Stbd","Angle07F",">40",1,-45.8,3.5
"JNR","M2X","Stbd","AngleMaxF","<20",3,-16.1,6.7
"JNR","M2X","Stbd","AngleMaxF","36-40",3,-25.3,11.4
"JNR","M2X","Stbd","AngleMaxF",">40",1,-23.3,10.4
"JNR","M2X","Stbd","CatchAngle","<20",3,-64.8,2.9
"JNR","M2X","Stbd","CatchAngle","36-40",3,-66,1.8
"JNR","M2X","Stbd","CatchAngle",">40",1,-55.7,3.9
"JNR","M2X","Stbd","CatchSlip","<20",3,11,3.1
"JNR","M2X","Stbd","CatchSlip","36-40",3,6.4,2.3
"JNR","M2X","Stbd","CatchSlip",">40",1,4.6,1.9
"JNR","M2X","Stbd","DriveStartT","<20",3,59.1,3.5
"JNR","M2X","Stbd","DriveStartT","36-40",3,47.9,1.9
"JNR","M2X","Stbd","DriveStartT",">40",1,43.4,1.9
"JNR","M2X","Stbd","DriveTime","<20",3,1.2,0
"JNR","M2X","Stbd","DriveTime","36-40",3,0.8,0
"JNR","M2X","Stbd","DriveTime",">40",1,0.7,0
"JNR","M2X","Stbd","EffectiveLength","<20",3,81.9,7.2
"JNR","M2X","Stbd","EffectiveLength","36-40",3,88.9,3.8
"JNR","M2X","Stbd","EffectiveLength",">40",1,76.6,4.1
"JNR","M2X","Stbd","FinishAngle","<20",3,44.6,1.7
"JNR","M2X","Stbd","FinishAngle","36-40",3,40.1,2
"JNR","M2X","Stbd","FinishAngle",">40",1,38.5,2.3
"JNR","M2X","Stbd","FinishSlip","<20",3,16.5,3.1
"JNR","M2X","Stbd","FinishSlip","36-40",3,10.8,2.8
"JNR","M2X","Stbd","FinishSlip",">40",1,13.1,3.1
"JNR","M2X","Stbd","Length","<20",3,109.3,4.2
"JNR","M2X","Stbd","Length","36-40",3,106.1,2.5
"JNR","M2X","Stbd","Length",">40",1,94.2,5.2
"JNR","M2X","Stbd","MaxForcePc","<20",3,44.3,6.2
"JNR","M2X","Stbd","MaxForcePc","36-40",3,38.4,11.1
"JNR","M2X","Stbd","MaxForcePc",">40",1,35.3,10.1
"JNR","M2X","Stbd","RecoveryTime","<20",3,1.9,0.1
"JNR","M2X","Stbd","RecoveryTime","36-40",3,0.7,0
"JNR","M2X","Stbd","RecoveryTime",">40",1,0.6,0
"JNR","M2X","Stbd","SwivelPower","<20",3,93.6,17.3
"JNR","M2X","Stbd","SwivelPower","36-40",3,242.7,25.2
"JNR","M2X","Stbd","SwivelPower",">40",1,231,27.9
"JNR","M2X","Stbd","WorkPcQ1","<20",3,15.8,1.8
"JNR","M2X","Stbd","WorkPcQ1","36-40",3,17.1,3.7
"JNR","M2X","Stbd","WorkPcQ1",">40",1,21.3,2.7
"JNR","M2X","Stbd","WorkPcQ2","<20",3,40.4,1.8
"JNR","M2X","Stbd","WorkPcQ2","36-40",3,38.7,2.1
"JNR","M2X","Stbd","WorkPcQ2",">40",1,39.4,1.4
"JNR","M2X","Stbd","WorkPcQ3","<20",3,36.2,2.4
"JNR","M2X","Stbd","WorkPcQ3","36-40",3,34.5,3
"JNR","M2X","Stbd","WorkPcQ3",">40",1,32,1.5
"JNR","M2X","Stbd","WorkPcQ4","<20",3,7.5,1.4
"JNR","M2X","Stbd","WorkPcQ4","36-40",3,9.7,1.5
"JNR","M2X","Stbd","WorkPcQ4",">40",1,7.3,2.4
"JNR","M4+","Port","Angle07F","<20",3,-29.7,8.7
"JNR","M4+","Port","Angle07F","20",6,-34.7,6.9
"JNR","M4+","Port","Angle07F","20-24",1,-25.4,9.7
"JNR","M4+","Port","Angle07F","24-28",2,-38.5,4
"JNR","M4+","Port","Angle07F","28-32",5,-38.3,5.6
"JNR","M4+","Port","Angle07F","32-36",10,-36.6,5.7
"JNR","M4+","Port","Angle07F","36-40",9,-37.2,4.9
"JNR","M4+","Port","Angle07F",">40",3,-36.7,3.5
"JNR","M4+","Port","AngleMaxF","<20",3,-4.9,9.3
"JNR","M4+","Port","AngleMaxF","20",6,-8.8,9.3
"JNR","M4+","Port","AngleMaxF","20-24",1,-6.5,11.1
"JNR","M4+","Port","AngleMaxF","24-28",2,-13.3,7.1
"JNR","M4+","Port","AngleMaxF","28-32",5,-15.7,6.6
"JNR","M4+","Port","AngleMaxF","32-36",10,-18.4,10
"JNR","M4+","Port","AngleMaxF","36-40",9,-21.1,10.1
"JNR","M4+","Port","AngleMaxF",">40",3,-20.6,10.1
"JNR","M4+","Port","CatchAngle","<20",3,-56.9,2.1
"JNR","M4+","Port","CatchAngle","20",6,-58.4,1.7
"JNR","M4+","Port","CatchAngle","20-24",1,-55.5,3.5
"JNR","M4+","Port","CatchAngle","24-28",2,-59.4,2.4
"JNR","M4+","Port","CatchAngle","28-32",5,-57.9,1.8
"JNR","M4+","Port","CatchAngle","32-36",10,-57.2,1.9
"JNR","M4+","Port","CatchAngle","36-40",9,-56.3,3
"JNR","M4+","Port","CatchAngle",">40",3,-52.7,4.4
"JNR","M4+","Port","CatchSlip","<20",3,13.6,3
"JNR","M4+","Port","CatchSlip","20",6,12.7,2.8
"JNR","M4+","Port","CatchSlip","20-24",1,15.5,4.3
"JNR","M4+","Port","CatchSlip","24-28",2,11.4,2.2
"JNR","M4+","Port","CatchSlip","28-32",5,11.3,2.6
"JNR","M4+","Port","CatchSlip","32-36",10,11.9,3.4
"JNR","M4+","Port","CatchSlip","36-40",9,10.1,3.2
"JNR","M4+","Port","CatchSlip",">40",3,7.3,4
"JNR","M4+","Port","DriveStartT","<20",3,59.6,1.5
"JNR","M4+","Port","DriveStartT","20",6,59.9,2
"JNR","M4+","Port","DriveStartT","20-24",1,57.4,2.6
"JNR","M4+","Port","DriveStartT","24-28",2,56.5,2.6
"JNR","M4+","Port","DriveStartT","28-32",5,54,1.6
"JNR","M4+","Port","DriveStartT","32-36",10,49,1.9
"JNR","M4+","Port","DriveStartT","36-40",9,46.7,2.5
"JNR","M4+","Port","DriveStartT",">40",3,44.6,5.4
"JNR","M4+","Port","DriveTime","<20",3,1.1,0.1
"JNR","M4+","Port","DriveTime","20",6,1.1,0.1
"JNR","M4+","Port","DriveTime","20-24",1,1.1,0.1
"JNR","M4+","Port","DriveTime","24-28",2,1,0.1
"JNR","M4+","Port","DriveTime","28-32",5,0.9,0
"JNR","M4+","Port","DriveTime","32-36",10,0.9,0
"JNR","M4+","Port","DriveTime","36-40",9,0.8,0.1
"JNR","M4+","Port","DriveTime",">40",3,0.8,0
"JNR","M4+","Port","EffectiveLength","<20",3,67.3,3.6
"JNR","M4+","Port","EffectiveLength","20",6,69.3,5.2
"JNR","M4+","Port","EffectiveLength","20-24",1,63.6,7.2
"JNR","M4+","Port","EffectiveLength","24-28",2,71.1,5.4
"JNR","M4+","Port","EffectiveLength","28-32",5,69.3,4.5
"JNR","M4+","Port","EffectiveLength","32-36",10,67.8,4.2
"JNR","M4+","Port","EffectiveLength","36-40",9,68.8,5.1
"JNR","M4+","Port","EffectiveLength",">40",3,68.5,4.3
"JNR","M4+","Port","FinishAngle","<20",3,34.7,2.5
"JNR","M4+","Port","FinishAngle","20",6,33.5,2.1
"JNR","M4+","Port","FinishAngle","20-24",1,34.3,1.9
"JNR","M4+","Port","FinishAngle","24-28",2,32.6,1.8
"JNR","M4+","Port","FinishAngle","28-32",5,32.3,1.8
"JNR","M4+","Port","FinishAngle","32-36",10,32,2
"JNR","M4+","Port","FinishAngle","36-40",9,31.9,2
"JNR","M4+","Port","FinishAngle",">40",3,31.1,1.6
"JNR","M4+","Port","FinishSlip","<20",3,10.6,2.5
"JNR","M4+","Port","FinishSlip","20",6,10,2.2
"JNR","M4+","Port","FinishSlip","20-24",1,10.7,2.4
"JNR","M4+","Port","FinishSlip","24-28",2,9.5,1.9
"JNR","M4+","Port","FinishSlip","28-32",5,9.6,1.9
"JNR","M4+","Port","FinishSlip","32-36",10,9.5,1.4
"JNR","M4+","Port","FinishSlip","36-40",9,9.2,1.7
"JNR","M4+","Port","FinishSlip",">40",3,8,1.3
"JNR","M4+","Port","Length","<20",3,91.5,3.2
"JNR","M4+","Port","Length","20",6,91.9,2.9
"JNR","M4+","Port","Length","20-24",1,89.8,4.1
"JNR","M4+","Port","Length","24-28",2,92,3.5
"JNR","M4+","Port","Length","28-32",5,90.2,2.8
"JNR","M4+","Port","Length","32-36",10,89.2,3.1
"JNR","M4+","Port","Length","36-40",9,88.2,3.9
"JNR","M4+","Port","Length",">40",3,83.8,4.6
"JNR","M4+","Port","MaxForcePc","<20",3,56.2,10.2
"JNR","M4+","Port","MaxForcePc","20",6,53.5,9.7
"JNR","M4+","Port","MaxForcePc","20-24",1,53.9,12
"JNR","M4+","Port","MaxForcePc","24-28",2,49.9,7.7
"JNR","M4+","Port","MaxForcePc","28-32",5,46.5,7.2
"JNR","M4+","Port","MaxForcePc","32-36",10,43.4,10.9
"JNR","M4+","Port","MaxForcePc","36-40",9,39.7,11.2
"JNR","M4+","Port","MaxForcePc",">40",3,38,11.4
"JNR","M4+","Port","RecoveryTime","<20",3,2,0.1
"JNR","M4+","Port","RecoveryTime","20",6,1.8,0.1
"JNR","M4+","Port","RecoveryTime","20-24",1,1.8,0.1
"JNR","M4+","Port","RecoveryTime","24-28",2,1.1,0.1
"JNR","M4+","Port","RecoveryTime","28-32",5,1,0.1
"JNR","M4+","Port","RecoveryTime","32-36",10,0.9,0.1
"JNR","M4+","Port","RecoveryTime","36-40",9,0.8,0.1
"JNR","M4+","Port","RecoveryTime",">40",3,0.7,0.1
"JNR","M4+","Port","SwivelPower","<20",3,190.2,20.3
"JNR","M4+","Port","SwivelPower","20",6,194.5,26.3
"JNR","M4+","Port","SwivelPower","20-24",1,176.3,33.2
"JNR","M4+","Port","SwivelPower","24-28",2,288.2,30.7
"JNR","M4+","Port","SwivelPower","28-32",5,302.2,25.2
"JNR","M4+","Port","SwivelPower","32-36",10,338.2,38.4
"JNR","M4+","Port","SwivelPower","36-40",9,392.6,53.4
"JNR","M4+","Port","SwivelPower",">40",3,446.5,40.4
"JNR","M4+","Port","WorkPcQ1","<20",3,11.9,2.6
"JNR","M4+","Port","WorkPcQ1","20",6,12,2
"JNR","M4+","Port","WorkPcQ1","20-24",1,12.1,3
"JNR","M4+","Port","WorkPcQ1","24-28",2,12.5,1.8
"JNR","M4+","Port","WorkPcQ1","28-32",5,13.4,2.2
"JNR","M4+","Port","WorkPcQ1","32-36",10,13.2,3
"JNR","M4+","Port","WorkPcQ1","36-40",9,14.6,3
"JNR","M4+","Port","WorkPcQ1",">40",3,16.8,4
"JNR","M4+","Port","WorkPcQ2","<20",3,35.9,2.1
"JNR","M4+","Port","WorkPcQ2","20",6,35.6,2.5
"JNR","M4+","Port","WorkPcQ2","20-24",1,36.5,2.3
