"AgeGroup","BoatClass","Side","Metric","Rate.Bin","Session_Count","Mean","SD"
"SNR","LM1X","Port","WorkPcQ2","32-36",1,37.8,1.1
"SNR","LM1X","Port","WorkPcQ3","24-28",2,35.8,2.1
"SNR","LM1X","Port","WorkPcQ3","32-36",1,35.1,1.3
"SNR","LM1X","Port","WorkPcQ4","24-28",2,10.7,1.2
"SNR","LM1X","Port","WorkPcQ4","32-36",1,11.3,0.5
"SNR","LM1X","Stbd","Angle07F","24-28",2,-39.7,4.4
"SNR","LM1X","Stbd","Angle07F","32-36",1,-40.6,1.9
"SNR","LM1X","Stbd","AngleMaxF","24-28",2,-3.2,3.2
"SNR","LM1X","Stbd","AngleMaxF","32-36",1,-10,3.3
"SNR","LM1X","Stbd","CatchAngle","24-28",2,-62,2.7
"SNR","LM1X","Stbd","CatchAngle","32-36",1,-63.4,1.2
"SNR","LM1X","Stbd","CatchSlip","24-28",2,10.2,4.2
"SNR","LM1X","Stbd","CatchSlip","32-36",1,7.7,0.7
"SNR","LM1X","Stbd","DriveStartT","24-28",2,60.2,3.8
"SNR","LM1X","Stbd","DriveStartT","32-36",1,50.3,1
"SNR","LM1X","Stbd","DriveTime","24-28",2,1.2,0.1
"SNR","LM1X","Stbd","DriveTime","32-36",1,0.9,0
"SNR","LM1X","Stbd","EffectiveLength","24-28",2,91.7,6.2
"SNR","LM1X","Stbd","EffectiveLength","32-36",1,91.8,1.4
"SNR","LM1X","Stbd","FinishAngle","24-28",2,48.7,1.7
"SNR","LM1X","Stbd","FinishAngle","32-36",1,44,0.8
"SNR","LM1X","Stbd","FinishSlip","24-28",2,8.8,1.6
"SNR","LM1X","Stbd","FinishSlip","32-36",1,7.9,0.6
"SNR","LM1X","Stbd","Length","24-28",2,110.6,3.7
"SNR","LM1X","Stbd","Length","32-36",1,107.4,1.5
"SNR","LM1X","Stbd","MaxForcePc","24-28",2,52.9,3
"SNR","LM1X","Stbd","MaxForcePc","32-36",1,49.7,3.4
"SNR","LM1X","Stbd","RecoveryTime","24-28",2,1.2,0.1
"SNR","LM1X","Stbd","RecoveryTime","32-36",1,0.8,0
"SNR","LM1X","Stbd","SwivelPower","24-28",2,139.7,12.1
"SNR","LM1X","Stbd","SwivelPower","32-36",1,199.6,5.6
"SNR","LM1X","Stbd","WorkPcQ1","24-28",2,14.6,1.8
"SNR","LM1X","Stbd","WorkPcQ1","32-36",1,14.3,0.9
"SNR","LM1X","Stbd","WorkPcQ2","24-28",2,36.5,1.2
"SNR","LM1X","Stbd","WorkPcQ2","32-36",1,37.2,0.8
"SNR","LM1X","Stbd","WorkPcQ3","24-28",2,37.3,1.5
"SNR","LM1X","Stbd","WorkPcQ3","32-36",1,36.9,1
"SNR","LM1X","Stbd","WorkPcQ4","24-28",2,11.6,1
"SNR","LM1X","Stbd","WorkPcQ4","32-36",1,11.6,0.6
"SNR","LW2X","Port","Angle07F","28-32",5,-45.5,4.8
"SNR","LW2X","Port","Angle07F","32-36",1,-50.6,1.5
"SNR","LW2X","Port","Angle07F","36-40",1,-47.5,4.4
"SNR","LW2X","Port","Angle07F",">40",2,-43.4,3.7
"SNR","LW2X","Port","AngleMaxF","28-32",5,-24.5,4.8
"SNR","LW2X","Port","AngleMaxF","32-36",1,-26.7,1.9
"SNR","LW2X","Port","AngleMaxF","36-40",1,-25.3,5.5
"SNR","LW2X","Port","AngleMaxF",">40",2,-27.9,9.5
"SNR","LW2X","Port","CatchAngle","28-32",5,-60.8,2.5
"SNR","LW2X","Port","CatchAngle","32-36",1,-61.6,0.9
"SNR","LW2X","Port","CatchAngle","36-40",1,-61.4,1.3
"SNR","LW2X","Port","CatchAngle",">40",2,-56.2,2.8
"SNR","LW2X","Port","CatchSlip","28-32",5,11.2,1.4
"SNR","LW2X","Port","CatchSlip","32-36",1,9.4,0.9
"SNR","LW2X","Port","CatchSlip","36-40",1,8,1.1
"SNR","LW2X","Port","CatchSlip",">40",2,7,1.4
"SNR","LW2X","Port","DriveStartT","28-32",5,54.1,2.3
"SNR","LW2X","Port","DriveStartT","32-36",1,51.6,1.1
"SNR","LW2X","Port","DriveStartT","36-40",1,48.4,2.3
"SNR","LW2X","Port","DriveStartT",">40",2,44.4,6.3
"SNR","LW2X","Port","DriveTime","28-32",5,1,0
"SNR","LW2X","Port","DriveTime","32-36",1,0.9,0
"SNR","LW2X","Port","DriveTime","36-40",1,0.8,0
"SNR","LW2X","Port","DriveTime",">40",2,0.8,0
"SNR","LW2X","Port","EffectiveLength","28-32",5,71.3,5.6
"SNR","LW2X","Port","EffectiveLength","32-36",1,77.1,1.3
"SNR","LW2X","Port","EffectiveLength","36-40",1,73.2,2
"SNR","LW2X","Port","EffectiveLength",">40",2,69.2,2.4
"SNR","LW2X","Port","FinishAngle","28-32",5,38.7,1.2
"SNR","LW2X","Port","FinishAngle","32-36",1,37.3,0.5
"SNR","LW2X","Port","FinishAngle","36-40",1,35.6,1.1
"SNR","LW2X","Port","FinishAngle",">40",2,33.7,1.3
"SNR","LW2X","Port","FinishSlip","28-32",5,17.1,2.5
"SNR","LW2X","Port","FinishSlip","32-36",1,12.4,1
"SNR","LW2X","Port","FinishSlip","36-40",1,15.9,3.1
"SNR","LW2X","Port","FinishSlip",">40",2,13.7,2.3
"SNR","LW2X","Port","Length","28-32",5,99.6,3.3
"SNR","LW2X","Port","Length","32-36",1,98.9,1.1
"SNR","LW2X","Port","Length","36-40",1,97.1,1.8
"SNR","LW2X","Port","Length",">40",2,89.9,2.9
"SNR","LW2X","Port","MaxForcePc","28-32",5,36.6,4.2
"SNR","LW2X","Port","MaxForcePc","32-36",1,35.2,1.8
"SNR","LW2X","Port","MaxForcePc","36-40",1,37.3,5.4
"SNR","LW2X","Port","MaxForcePc",">40",2,31.7,10.5
"SNR","LW2X","Port","RecoveryTime","28-32",5,1,0
"SNR","LW2X","Port","RecoveryTime","32-36",1,0.8,0
"SNR","LW2X","Port","RecoveryTime","36-40",1,0.8,0
"SNR","LW2X","Port","RecoveryTime",">40",2,0.6,0
"SNR","LW2X","Port","SwivelPower","28-32",5,96.9,9.6
"SNR","LW2X","Port","SwivelPower","32-36",1,108,6.9
"SNR","LW2X","Port","SwivelPower","36-40",1,123.8,13.6
"SNR","LW2X","Port","SwivelPower",">40",2,143.9,18.5
"SNR","LW2X","Port","WorkPcQ1","28-32",5,19.2,1.6
"SNR","LW2X","Port","WorkPcQ1","32-36",1,19.9,0.6
"SNR","LW2X","Port","WorkPcQ1","36-40",1,20.8,1.4
"SNR","LW2X","Port","WorkPcQ1",">40",2,22.6,2.5
"SNR","LW2X","Port","WorkPcQ2","28-32",5,43.6,3.2
"SNR","LW2X","Port","WorkPcQ2","32-36",1,38.7,0.7
"SNR","LW2X","Port","WorkPcQ2","36-40",1,42.5,2.8
"SNR","LW2X","Port","WorkPcQ2",">40",2,42,2.2
"SNR","LW2X","Port","WorkPcQ3","28-32",5,29.3,1.1
"SNR","LW2X","Port","WorkPcQ3","32-36",1,30.9,0.7
"SNR","LW2X","Port","WorkPcQ3","36-40",1,29.4,1
"SNR","LW2X","Port","WorkPcQ3",">40",2,27.9,1.6
"SNR","LW2X","Port","WorkPcQ4","28-32",5,7.9,1.9
"SNR","LW2X","Port","WorkPcQ4","32-36",1,10.5,0.4
"SNR","LW2X","Port","WorkPcQ4","36-40",1,7.3,2.1
"SNR","LW2X","Port","WorkPcQ4",">40",2,7.4,1.2
"SNR","LW2X","Stbd","Angle07F","28-32",5,-45.7,3.5
"SNR","LW2X","Stbd","Angle07F","32-36",1,-46.5,3.1
"SNR","LW2X","Stbd","Angle07F","36-40",1,-45.7,5.8
"SNR","LW2X","Stbd","Angle07F",">40",2,-42.9,5.4
"SNR","LW2X","Stbd","AngleMaxF","28-32",5,-24.4,2.8
"SNR","LW2X","Stbd","AngleMaxF","32-36",1,-23.1,2.5
"SNR","LW2X","Stbd","AngleMaxF","36-40",1,-25.2,4.7
"SNR","LW2X","Stbd","AngleMaxF",">40",2,-27.8,8.9
"SNR","LW2X","Stbd","CatchAngle","28-32",5,-61.4,2.3
"SNR","LW2X","Stbd","CatchAngle","32-36",1,-60.8,1.8
"SNR","LW2X","Stbd","CatchAngle","36-40",1,-62.1,1.5
"SNR","LW2X","Stbd","CatchAngle",">40",2,-56.5,2.8
"SNR","LW2X","Stbd","CatchSlip","28-32",5,12.9,2.4
"SNR","LW2X","Stbd","CatchSlip","32-36",1,12,2.4
"SNR","LW2X","Stbd","CatchSlip","36-40",1,8.9,0.9
"SNR","LW2X","Stbd","CatchSlip",">40",2,7.3,1.4
"SNR","LW2X","Stbd","DriveStartT","28-32",5,53.1,2.8
"SNR","LW2X","Stbd","DriveStartT","32-36",1,50.3,1.9
"SNR","LW2X","Stbd","DriveStartT","36-40",1,48,2.5
"SNR","LW2X","Stbd","DriveStartT",">40",2,44,6.3
"SNR","LW2X","Stbd","DriveTime","28-32",5,1,0
"SNR","LW2X","Stbd","DriveTime","32-36",1,0.9,0
"SNR","LW2X","Stbd","DriveTime","36-40",1,0.9,0
"SNR","LW2X","Stbd","DriveTime",">40",2,0.8,0
"SNR","LW2X","Stbd","EffectiveLength","28-32",5,71.1,5.1
"SNR","LW2X","Stbd","EffectiveLength","32-36",1,70,5.3
"SNR","LW2X","Stbd","EffectiveLength","36-40",1,75.2,1.9
"SNR","LW2X","Stbd","EffectiveLength",">40",2,71.2,3
"SNR","LW2X","Stbd","FinishAngle","28-32",5,39.6,1.4
"SNR","LW2X","Stbd","FinishAngle","32-36",1,37.6,0.9
"SNR","LW2X","Stbd","FinishAngle","36-40",1,37.2,1.5
"SNR","LW2X","Stbd","FinishAngle",">40",2,35.3,1.1
"SNR","LW2X","Stbd","FinishSlip","28-32",5,17,1.5
"SNR","LW2X","Stbd","FinishSlip","32-36",1,16.3,1.8
"SNR","LW2X","Stbd","FinishSlip","36-40",1,15.1,1.5
"SNR","LW2X","Stbd","FinishSlip",">40",2,13.2,2.2
"SNR","LW2X","Stbd","Length","28-32",5,101,3.3
"SNR","LW2X","Stbd","Length","32-36",1,98.4,2.4
"SNR","LW2X","Stbd","Length","36-40",1,99.3,2
"SNR","LW2X","Stbd","Length",">40",2,91.8,3
"SNR","LW2X","Stbd","MaxForcePc","28-32",5,36.7,2.9
"SNR","LW2X","Stbd","MaxForcePc","32-36",1,38.4,2.6
"SNR","LW2X","Stbd","MaxForcePc","36-40",1,37.2,4.2
"SNR","LW2X","Stbd","MaxForcePc",">40",2,31.6,9.4
"SNR","LW2X","Stbd","RecoveryTime","28-32",5,1,0
"SNR","LW2X","Stbd","RecoveryTime","32-36",1,0.9,0
"SNR","LW2X","Stbd","RecoveryTime","36-40",1,0.8,0
"SNR","LW2X","Stbd","RecoveryTime",">40",2,0.6,0
"SNR","LW2X","Stbd","SwivelPower","28-32",5,93.3,10.4
"SNR","LW2X","Stbd","SwivelPower","32-36",1,104.2,10.6
"SNR","LW2X","Stbd","SwivelPower","36-40",1,124.9,7.2
"SNR","LW2X","Stbd","SwivelPower",">40",2,145.5,7.9
"SNR","LW2X","Stbd","WorkPcQ1","28-32",5,18,1.5
"SNR","LW2X","Stbd","WorkPcQ1","32-36",1,18.2,1.2
"SNR","LW2X","Stbd","WorkPcQ1","36-40",1,19.4,1.8
"SNR","LW2X","Stbd","WorkPcQ1",">40",2,21.9,2.7
"SNR","LW2X","Stbd","WorkPcQ2","28-32",5,42.8,1.8
"SNR","LW2X","Stbd","WorkPcQ2","32-36",1,41.5,1.1
"SNR","LW2X","Stbd","WorkPcQ2","36-40",1,41.7,1.4
"SNR","LW2X","Stbd","WorkPcQ2",">40",2,41.1,1.4
"SNR","LW2X","Stbd","WorkPcQ3","28-32",5,31.1,1
"SNR","LW2X","Stbd","WorkPcQ3","32-36",1,32.4,0.7
"SNR","LW2X","Stbd","WorkPcQ3","36-40",1,30.7,0.8
"SNR","LW2X","Stbd","WorkPcQ3",">40",2,28.9,0.8
"SNR","LW2X","Stbd","WorkPcQ4","28-32",5,8.1,0.7
"SNR","LW2X","Stbd","WorkPcQ4","32-36",1,7.8,0.6
"SNR","LW2X","Stbd","WorkPcQ4","36-40",1,8.1,0.8
"SNR","LW2X","Stbd","WorkPcQ4",">40",2,8.1,1.4
"SNR","M1X","Port","Angle07F","20",6,-38.2,4.1
"SNR","M1X","Port","Angle07F","20-24",15,-38.9,4.8
"SNR","M1X","Port","Angle07F","24-28",20,-42.1,7.6
"SNR","M1X","Port","Angle07F","28-32",7,-40.4,7.1
"SNR","M1X","Port","Angle07F","32-36",5,-47.8,2.5
"SNR","M1X","Port","Angle07F","36-40",2,-44.5,17.2
"SNR","M1X","Port","Angle07F",">40",6,-16.5,4.8
"SNR","M1X","Port","AngleMaxF","20",6,-14.4,5.5
"SNR","M1X","Port","AngleMaxF","20-24",15,-16.2,5.2
"SNR","M1X","Port","AngleMaxF","24-28",20,-18,9.2
"SNR","M1X","Port","AngleMaxF","28-32",7,-14.8,9.3
"SNR","M1X","Port","AngleMaxF","32-36",5,-27.8,3.5
"SNR","M1X","Port","AngleMaxF","36-40",2,-12.6,27.8
"SNR","M1X","Port","AngleMaxF",">40",6,16.8,13.9
"SNR","M1X","Port","CatchAngle","20",6,-64.1,3.3
"SNR","M1X","Port","CatchAngle","20-24",15,-64.1,3.3
"SNR","M1X","Port","CatchAngle","24-28",20,-63.6,3.6
"SNR","M1X","Port","CatchAngle","28-32",7,-62.1,3.7
"SNR","M1X","Port","CatchAngle","32-36",5,-64.7,1.2
"SNR","M1X","Port","CatchAngle","36-40",2,-58.2,16.4
"SNR","M1X","Port","CatchAngle",">40",6,-23.2,7
"SNR","M1X","Port","CatchSlip","20",6,12.8,2.5
"SNR","M1X","Port","CatchSlip","20-24",15,11.7,2.5
"SNR","M1X","Port","CatchSlip","24-28",20,10.5,2.9
"SNR","M1X","Port","CatchSlip","28-32",7,10.3,2.5
"SNR","M1X","Port","CatchSlip","32-36",5,9,1.2
"SNR","M1X","Port","CatchSlip","36-40",2,4,1
"SNR","M1X","Port","CatchSlip",">40",6,3.5,1.8
"SNR","M1X","Port","DriveStartT","20",6,60.4,2.6
"SNR","M1X","Port","DriveStartT","20-24",15,60.1,2.3
"SNR","M1X","Port","DriveStartT","24-28",20,58.8,2.6
"SNR","M1X","Port","DriveStartT","28-32",7,56,2.5
"SNR","M1X","Port","DriveStartT","32-36",5,54.3,1.6
"SNR","M1X","Port","DriveStartT","36-40",2,49.7,4.4
"SNR","M1X","Port","DriveStartT",">40",6,47.7,6.1
"SNR","M1X","Port","DriveTime","20",6,1.2,0.1
"SNR","M1X","Port","DriveTime","20-24",15,1.2,0.1
"SNR","M1X","Port","DriveTime","24-28",20,1.1,0.1
"SNR","M1X","Port","DriveTime","28-32",7,1,0.1
"SNR","M1X","Port","DriveTime","32-36",5,1,0
"SNR","M1X","Port","DriveTime","36-40",2,0.8,0
"SNR","M1X","Port","DriveTime",">40",6,0.8,0
"SNR","M1X","Port","EffectiveLength","20",6,84.2,7.6
"SNR","M1X","Port","EffectiveLength","20-24",15,85,6.8
"SNR","M1X","Port","EffectiveLength","24-28",20,78.9,7.1
"SNR","M1X","Port","EffectiveLength","28-32",7,80.6,4.7
"SNR","M1X","Port","EffectiveLength","32-36",5,86,2.5
"SNR","M1X","Port","EffectiveLength","36-40",2,90.8,3
"SNR","M1X","Port","EffectiveLength",">40",6,84.8,6.2
"SNR","M1X","Port","FinishAngle","20",6,48.1,2.4
"SNR","M1X","Port","FinishAngle","20-24",15,46.6,3.3
"SNR","M1X","Port","FinishAngle","24-28",20,42.7,4
"SNR","M1X","Port","FinishAngle","28-32",7,43.1,2.4
"SNR","M1X","Port","FinishAngle","32-36",5,40.8,1.1
"SNR","M1X","Port","FinishAngle","36-40",2,51.1,13.9
"SNR","M1X","Port","FinishAngle",">40",6,70.5,2.8
"SNR","M1X","Port","FinishSlip","20",6,15.3,4.5
"SNR","M1X","Port","FinishSlip","20-24",15,14,3.7
"SNR","M1X","Port","FinishSlip","24-28",20,16.9,3.8
"SNR","M1X","Port","FinishSlip","28-32",7,14.4,2.7
"SNR","M1X","Port","FinishSlip","32-36",5,10.5,1.7
"SNR","M1X","Port","FinishSlip","36-40",2,9.6,3.9
"SNR","M1X","Port","FinishSlip",">40",6,5.4,1.7
"SNR","M1X","Port","Length","20",6,112.2,3.7
"SNR","M1X","Port","Length","20-24",15,110.7,3.8
"SNR","M1X","Port","Length","24-28",20,106.3,4.3
"SNR","M1X","Port","Length","28-32",7,105.2,3.5
"SNR","M1X","Port","Length","32-36",5,105.6,1.6
"SNR","M1X","Port","Length","36-40",2,105.7,5.1
"SNR","M1X","Port","Length",">40",6,93.3,7.3
"SNR","M1X","Port","MaxForcePc","20",6,44.2,4.8
"SNR","M1X","Port","MaxForcePc","20-24",15,43.2,4.1
"SNR","M1X","Port","MaxForcePc","24-28",20,42.7,7.8
"SNR","M1X","Port","MaxForcePc","28-32",7,44.9,8.4
"SNR","M1X","Port","MaxForcePc","32-36",5,34.9,3.3
"SNR","M1X","Port","MaxForcePc","36-40",2,40.2,12.3
"SNR","M1X","Port","MaxForcePc",">40",6,44.2,16
"SNR","M1X","Port","RecoveryTime","20",6,1.7,0.1
"SNR","M1X","Port","RecoveryTime","20-24",15,1.5,0.1
"SNR","M1X","Port","RecoveryTime","24-28",20,1.2,0.1
"SNR","M1X","Port","RecoveryTime","28-32",7,1,0.1
"SNR","M1X","Port","RecoveryTime","32-36",5,0.8,0
"SNR","M1X","Port","RecoveryTime","36-40",2,0.7,0.1
"SNR","M1X","Port","RecoveryTime",">40",6,0.6,0.1
"SNR","M1X","Port","SwivelPower","20",6,116,16.4
"SNR","M1X","Port","SwivelPower","20-24",15,129.6,16.5
"SNR","M1X","Port","SwivelPower","24-28",20,131,20.3
"SNR","M1X","Port","SwivelPower","28-32",7,147.4,18.2
"SNR","M1X","Port","SwivelPower","32-36",5,164.3,17.5
"SNR","M1X","Port","SwivelPower","36-40",2,277.3,70.9
"SNR","M1X","Port","SwivelPower",">40",6,300.1,56.5
"SNR","M1X","Port","WorkPcQ1","20",6,13.1,1.6
"SNR","M1X","Port","WorkPcQ1","20-24",15,13.6,1.8
"SNR","M1X","Port","WorkPcQ1","24-28",20,15.7,2.6
"SNR","M1X","Port","WorkPcQ1","28-32",7,15.3,1.9
"SNR","M1X","Port","WorkPcQ1","32-36",5,16.2,1.3
"SNR","M1X","Port","WorkPcQ1","36-40",2,21.5,2.3
"SNR","M1X","Port","WorkPcQ1",">40",6,26.3,2.4
"SNR","M1X","Port","WorkPcQ2","20",6,41.6,2.8
"SNR","M1X","Port","WorkPcQ2","20-24",15,41.5,2.4
"SNR","M1X","Port","WorkPcQ2","24-28",20,41.3,4.2
"SNR","M1X","Port","WorkPcQ2","28-32",7,39.2,3.6
"SNR","M1X","Port","WorkPcQ2","32-36",5,39,1.2
"SNR","M1X","Port","WorkPcQ2","36-40",2,38.2,2.8
"SNR","M1X","Port","WorkPcQ2",">40",6,35.5,1.4
"SNR","M1X","Port","WorkPcQ3","20",6,37.2,1.8
"SNR","M1X","Port","WorkPcQ3","20-24",15,36.1,1.9
"SNR","M1X","Port","WorkPcQ3","24-28",20,35.9,4.5
"SNR","M1X","Port","WorkPcQ3","28-32",7,36.6,3.6
"SNR","M1X","Port","WorkPcQ3","32-36",5,33.9,1.1
"SNR","M1X","Port","WorkPcQ3","36-40",2,31.5,1.2
"SNR","M1X","Port","WorkPcQ3",">40",6,29.2,2.2
"SNR","M1X","Port","WorkPcQ4","20",6,8.1,2.7
"SNR","M1X","Port","WorkPcQ4","20-24",15,8.7,2.4
"SNR","M1X","Port","WorkPcQ4","24-28",20,7.1,2.6
"SNR","M1X","Port","WorkPcQ4","28-32",7,8.9,2.3
"SNR","M1X","Port","WorkPcQ4","32-36",5,11,1.3
"SNR","M1X","Port","WorkPcQ4","36-40",2,8.8,1.4
"SNR","M1X","Port","WorkPcQ4",">40",6,9,1.4
"SNR","M1X","Stbd","Angle07F","20",6,-43.3,3.1
"SNR","M1X","Stbd","Angle07F","20-24",15,-43.5,4.5
"SNR","M1X","Stbd","Angle07F","24-28",20,-46.2,6.7
"SNR","M1X","Stbd","Angle07F","28-32",7,-42.9,7
"SNR","M1X","Stbd","Angle07F","32-36",5,-50.2,2.4
"SNR","M1X","Stbd","Angle07F","36-40",2,-68.2,12.8
"SNR","M1X","Stbd","Angle07F",">40",6,-79.9,6.4
"SNR","M1X","Stbd","AngleMaxF","20",6,-14.7,7.6
"SNR","M1X","Stbd","AngleMaxF","20-24",15,-17.1,7
"SNR","M1X","Stbd","AngleMaxF","24-28",20,-18,9.9
"SNR","M1X","Stbd","AngleMaxF","28-32",7,-15.7,8.6
"SNR","M1X","Stbd","AngleMaxF","32-36",5,-29.9,4.8
"SNR","M1X","Stbd","AngleMaxF","36-40",2,-35.6,6.5
"SNR","M1X","Stbd","AngleMaxF",">40",6,-39.7,8.7
"SNR","M1X","Stbd","CatchAngle","20",6,-67.5,2.5
"SNR","M1X","Stbd","CatchAngle","20-24",15,-67,2.7
"SNR","M1X","Stbd","CatchAngle","24-28",20,-67.4,3
"SNR","M1X","Stbd","CatchAngle","28-32",7,-64.6,3.3
"SNR","M1X","Stbd","CatchAngle","32-36",5,-66.2,1.1
"SNR","M1X","Stbd","CatchAngle","36-40",2,-78.6,14.6
"SNR","M1X","Stbd","CatchAngle",">40",6,-91.1,6.3
"SNR","M1X","Stbd","CatchSlip","20",6,11.3,2.6
"SNR","M1X","Stbd","CatchSlip","20-24",15,11.5,3.1
"SNR","M1X","Stbd","CatchSlip","24-28",20,9.9,2.6
"SNR","M1X","Stbd","CatchSlip","28-32",7,10.8,3.1
"SNR","M1X","Stbd","CatchSlip","32-36",5,7.3,1.2
"SNR","M1X","Stbd","CatchSlip","36-40",2,3.9,5.4
"SNR","M1X","Stbd","CatchSlip",">40",6,3.4,1.6
"SNR","M1X","Stbd","DriveStartT","20",6,60.9,2.5
"SNR","M1X","Stbd","DriveStartT","20-24",15,59.9,2.5
"SNR","M1X","Stbd","DriveStartT","24-28",20,58.4,2.6
"SNR","M1X","Stbd","DriveStartT","28-32",7,55.2,2.7
"SNR","M1X","Stbd","DriveStartT","32-36",5,55.1,1.7
"SNR","M1X","Stbd","DriveStartT","36-40",2,49.1,4.2
"SNR","M1X","Stbd","DriveStartT",">40",6,47.2,5.9
"SNR","M1X","Stbd","DriveTime","20",6,1.2,0.1
"SNR","M1X","Stbd","DriveTime","20-24",15,1.2,0.1
"SNR","M1X","Stbd","DriveTime","24-28",20,1.1,0.1
"SNR","M1X","Stbd","DriveTime","28-32",7,1,0.1
"SNR","M1X","Stbd","DriveTime","32-36",5,1,0
"SNR","M1X","Stbd","DriveTime","36-40",2,0.8,0
"SNR","M1X","Stbd","DriveTime",">40",6,0.8,0
"SNR","M1X","Stbd","EffectiveLength","20",6,89,5.5
"SNR","M1X","Stbd","EffectiveLength","20-24",15,87.4,6.1
"SNR","M1X","Stbd","EffectiveLength","24-28",20,83.1,6.2
"SNR","M1X","Stbd","EffectiveLength","28-32",7,80.4,5.2
"SNR","M1X","Stbd","EffectiveLength","32-36",5,87.5,2.3
"SNR","M1X","Stbd","EffectiveLength","36-40",2,90.9,8.2
"SNR","M1X","Stbd","EffectiveLength",">40",6,90.8,6
"SNR","M1X","Stbd","FinishAngle","20",6,45.4,2.5
"SNR","M1X","Stbd","FinishAngle","20-24",15,44.1,2.6
"SNR","M1X","Stbd","FinishAngle","24-28",20,41.2,2.9
"SNR","M1X","Stbd","FinishAngle","28-32",7,41.2,2.1
"SNR","M1X","Stbd","FinishAngle","32-36",5,42.8,1.5
"SNR","M1X","Stbd","FinishAngle","36-40",2,23.9,15.3
"SNR","M1X","Stbd","FinishAngle",">40",6,8.1,2.8
"SNR","M1X","Stbd","FinishSlip","20",6,12.6,4.3
"SNR","M1X","Stbd","FinishSlip","20-24",15,12.3,2.9
"SNR","M1X","Stbd","FinishSlip","24-28",20,15.5,4
"SNR","M1X","Stbd","FinishSlip","28-32",7,14.7,3.9
"SNR","M1X","Stbd","FinishSlip","32-36",5,14.2,1.9
"SNR","M1X","Stbd","FinishSlip","36-40",2,7.8,3.3
"SNR","M1X","Stbd","FinishSlip",">40",6,5,1.6
"SNR","M1X","Stbd","Length","20",6,112.9,2.8
"SNR","M1X","Stbd","Length","20-24",15,111.2,3.1
"SNR","M1X","Stbd","Length","24-28",20,108.6,3.9
"SNR","M1X","Stbd","Length","28-32",7,105.8,3.7
"SNR","M1X","Stbd","Length","32-36",5,109,1.6
"SNR","M1X","Stbd","Length","36-40",2,102.5,5.7
"SNR","M1X","Stbd","Length",">40",6,99.2,6.5
"SNR","M1X","Stbd","MaxForcePc","20",6,46.6,5.9
"SNR","M1X","Stbd","MaxForcePc","20-24",15,44.7,5.5
"SNR","M1X","Stbd","MaxForcePc","24-28",20,45.2,8.8
"SNR","M1X","Stbd","MaxForcePc","28-32",7,46,8.4
"SNR","M1X","Stbd","MaxForcePc","32-36",5,33.2,4.3
"SNR","M1X","Stbd","MaxForcePc","36-40",2,41.8,16.2
"SNR","M1X","Stbd","MaxForcePc",">40",6,51.9,10
"SNR","M1X","Stbd","RecoveryTime","20",6,1.7,0.1
"SNR","M1X","Stbd","RecoveryTime","20-24",15,1.5,0.1
"SNR","M1X","Stbd","RecoveryTime","24-28",20,1.2,0.1
"SNR","M1X","Stbd","RecoveryTime","28-32",7,1,0.1
"SNR","M1X","Stbd","RecoveryTime","32-36",5,0.8,0
"SNR","M1X","Stbd","RecoveryTime","36-40",2,0.7,0.1
"SNR","M1X","Stbd","RecoveryTime",">40",6,0.6,0.1
"SNR","M1X","Stbd","SwivelPower","20",6,123.6,18.7
"SNR","M1X","Stbd","SwivelPower","20-24",15,132.6,24.4
"SNR","M1X","Stbd","SwivelPower","24-28",20,141.6,24.5
"SNR","M1X","Stbd","SwivelPower","28-32",7,147.9,26.2
"SNR","M1X","Stbd","SwivelPower","32-36",5,179.3,18.8
"SNR","M1X","Stbd","SwivelPower","36-40",2,240.6,43.1
"SNR","M1X","Stbd","SwivelPower",">40",6,243.3,34.9
"SNR","M1X","Stbd","WorkPcQ1","20",6,13.1,2.4
"SNR","M1X","Stbd","WorkPcQ1","20-24",15,13.4,2.3
"SNR","M1X","Stbd","WorkPcQ1","24-28",20,14.7,2.5
"SNR","M1X","Stbd","WorkPcQ1","28-32",7,14.9,3
"SNR","M1X","Stbd","WorkPcQ1","32-36",5,17.7,1.3
"SNR","M1X","Stbd","WorkPcQ1","36-40",2,13.8,7.5
"SNR","M1X","Stbd","WorkPcQ1",">40",6,7.4,2.6
"SNR","M1X","Stbd","WorkPcQ2","20",6,39.4,2.1
"SNR","M1X","Stbd","WorkPcQ2","20-24",15,39.6,1.7
"SNR","M1X","Stbd","WorkPcQ2","24-28",20,39,3
"SNR","M1X","Stbd","WorkPcQ2","28-32",7,38.6,3.1
"SNR","M1X","Stbd","WorkPcQ2","32-36",5,40.4,1.1
"SNR","M1X","Stbd","WorkPcQ2","36-40",2,33.4,6.1
"SNR","M1X","Stbd","WorkPcQ2",">40",6,29,3
"SNR","M1X","Stbd","WorkPcQ3","20",6,38.2,2.1
"SNR","M1X","Stbd","WorkPcQ3","20-24",15,37.5,1.8
"SNR","M1X","Stbd","WorkPcQ3","24-28",20,38.4,3.3
"SNR","M1X","Stbd","WorkPcQ3","28-32",7,37.7,3.6
"SNR","M1X","Stbd","WorkPcQ3","32-36",5,33.3,1.1
"SNR","M1X","Stbd","WorkPcQ3","36-40",2,37.6,6.2
"SNR","M1X","Stbd","WorkPcQ3",">40",6,42.6,2.6
"SNR","M1X","Stbd","WorkPcQ4","20",6,9.3,2.8
